valor,vigenciadesde,indicador
4556.42,2022-09-28T00:00:00.000,ise
4496.99,2022-09-27T00:00:00.000,ise
4426.47,2022-09-24T00:00:00.000,ise
4379.8,2022-09-23T00:00:00.000,ise
4403.82,2022-09-22T00:00:00.000,ise
4420.38,2022-09-21T00:00:00.000,ise
4415.11,2022-09-20T00:00:00.000,ise
4435.84,2022-09-17T00:00:00.000,ise
4404.64,2022-09-16T00:00:00.000,ise
4389.8,2022-09-15T00:00:00.000,ise
4413.89,2022-09-14T00:00:00.000,ise
4346.91,2022-09-13T00:00:00.000,ise
4365.32,2022-09-10T00:00:00.000,ise
4396.69,2022-09-09T00:00:00.000,ise
4446.36,2022-09-08T00:00:00.000,ise
4480.1,2022-09-07T00:00:00.000,ise
4466.73,2022-09-03T00:00:00.000,ise
4467.03,2022-09-02T00:00:00.000,ise
4422.77,2022-09-01T00:00:00.000,ise
4400.16,2022-08-31T00:00:00.000,ise
4386.13,2022-08-30T00:00:00.000,ise
4388.02,2022-08-27T00:00:00.000,ise
4407.95,2022-08-26T00:00:00.000,ise
4380.19,2022-08-25T00:00:00.000,ise
4374.45,2022-08-24T00:00:00.000,ise
4399.16,2022-08-23T00:00:00.000,ise
4400.25,2022-08-20T00:00:00.000,ise
4413.86,2022-08-19T00:00:00.000,ise
4316.47,2022-08-18T00:00:00.000,ise
4218.48,2022-08-17T00:00:00.000,ise
4185.49,2022-08-13T00:00:00.000,ise
4231.45,2022-08-12T00:00:00.000,ise
4273.82,2022-08-11T00:00:00.000,ise
4309.69,2022-08-10T00:00:00.000,ise
4307.09,2022-08-09T00:00:00.000,ise
4337.28,2022-08-06T00:00:00.000,ise
4268.3,2022-08-05T00:00:00.000,ise
4331.15,2022-08-04T00:00:00.000,ise
4313.3,2022-08-03T00:00:00.000,ise
4245.99,2022-08-02T00:00:00.000,ise
4300.3,2022-07-30T00:00:00.000,ise
4375.51,2022-07-29T00:00:00.000,ise
4420.75,2022-07-28T00:00:00.000,ise
4445.01,2022-07-27T00:00:00.000,ise
4461.63,2022-07-26T00:00:00.000,ise
4423.86,2022-07-23T00:00:00.000,ise
4410.14,2022-07-22T00:00:00.000,ise
4303.34,2022-07-20T00:00:00.000,ise
4315.41,2022-07-19T00:00:00.000,ise
4395.63,2022-07-16T00:00:00.000,ise
4519.65,2022-07-15T00:00:00.000,ise
4558.05,2022-07-14T00:00:00.000,ise
4627.46,2022-07-13T00:00:00.000,ise
4513.28,2022-07-12T00:00:00.000,ise
4388.27,2022-07-09T00:00:00.000,ise
4369.7,2022-07-08T00:00:00.000,ise
4348.68,2022-07-07T00:00:00.000,ise
4259.86,2022-07-06T00:00:00.000,ise
4198.77,2022-07-02T00:00:00.000,ise
4151.21,2022-07-01T00:00:00.000,ise
4127.47,2022-06-30T00:00:00.000,ise
4089.72,2022-06-29T00:00:00.000,ise
4129.87,2022-06-25T00:00:00.000,ise
4068.75,2022-06-24T00:00:00.000,ise
4026.52,2022-06-23T00:00:00.000,ise
4026.92,2022-06-22T00:00:00.000,ise
3905.05,2022-06-18T00:00:00.000,ise
3912.15,2022-06-17T00:00:00.000,ise
3923.96,2022-06-16T00:00:00.000,ise
3979.3,2022-06-15T00:00:00.000,ise
4016.5,2022-06-14T00:00:00.000,ise
3912.51,2022-06-11T00:00:00.000,ise
3833.34,2022-06-10T00:00:00.000,ise
3782.65,2022-06-09T00:00:00.000,ise
3790.88,2022-06-08T00:00:00.000,ise
3799.5,2022-06-07T00:00:00.000,ise
3771.63,2022-06-04T00:00:00.000,ise
3784.98,2022-06-03T00:00:00.000,ise
3791.74,2022-06-02T00:00:00.000,ise
3776.52,2022-06-01T00:00:00.000,ise
3912.34,2022-05-28T00:00:00.000,ise
3930.89,2022-05-27T00:00:00.000,ise
3959.05,2022-05-26T00:00:00.000,ise
3971.28,2022-05-25T00:00:00.000,ise
3950.35,2022-05-24T00:00:00.000,ise
3989.84,2022-05-21T00:00:00.000,ise
4050.88,2022-05-20T00:00:00.000,ise
4054.71,2022-05-19T00:00:00.000,ise
4033.85,2022-05-18T00:00:00.000,ise
4070.25,2022-05-17T00:00:00.000,ise
4110.53,2022-05-14T00:00:00.000,ise
4109.71,2022-05-13T00:00:00.000,ise
4080.32,2022-05-12T00:00:00.000,ise
4086.71,2022-05-11T00:00:00.000,ise
4085.76,2022-05-10T00:00:00.000,ise
4053.93,2022-05-07T00:00:00.000,ise
4086.08,2022-05-06T00:00:00.000,ise
4056.41,2022-05-05T00:00:00.000,ise
4016.34,2022-05-04T00:00:00.000,ise
4004.07,2022-05-03T00:00:00.000,ise
3966.27,2022-04-30T00:00:00.000,ise
3984.77,2022-04-29T00:00:00.000,ise
3967.32,2022-04-28T00:00:00.000,ise
3947.63,2022-04-27T00:00:00.000,ise
3931.74,2022-04-26T00:00:00.000,ise
3819.07,2022-04-23T00:00:00.000,ise
3759.54,2022-04-22T00:00:00.000,ise
3758.65,2022-04-21T00:00:00.000,ise
3755.85,2022-04-20T00:00:00.000,ise
3731.31,2022-04-19T00:00:00.000,ise
3737.32,2022-04-14T00:00:00.000,ise
3736.7,2022-04-13T00:00:00.000,ise
3744.16,2022-04-12T00:00:00.000,ise
3777.41,2022-04-09T00:00:00.000,ise
3771.83,2022-04-08T00:00:00.000,ise
3746.51,2022-04-07T00:00:00.000,ise
3723.79,2022-04-06T00:00:00.000,ise
3706.95,2022-04-05T00:00:00.000,ise
3774.79,2022-04-02T00:00:00.000,ise
3756.03,2022-04-01T00:00:00.000,ise
3748.15,2022-03-31T00:00:00.000,ise
3765.96,2022-03-30T00:00:00.000,ise
3785.7,2022-03-29T00:00:00.000,ise
3785.66,2022-03-26T00:00:00.000,ise
3798.9,2022-03-25T00:00:00.000,ise
3756.64,2022-03-24T00:00:00.000,ise
3765.67,2022-03-23T00:00:00.000,ise
3820.67,2022-03-19T00:00:00.000,ise
3816.43,2022-03-18T00:00:00.000,ise
3826.89,2022-03-17T00:00:00.000,ise
3836.56,2022-03-16T00:00:00.000,ise
3800.85,2022-03-15T00:00:00.000,ise
3827.64,2022-03-12T00:00:00.000,ise
3786.0,2022-03-11T00:00:00.000,ise
3746.43,2022-03-10T00:00:00.000,ise
3787.18,2022-03-09T00:00:00.000,ise
3813.41,2022-03-08T00:00:00.000,ise
